,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
183,10 Bands,If You're Reading This It's Too Late,Drake,2015-02-12,177733,66,0.825,0.265,0.756,2.15e-06,0.0762,-3.687,0.383,172.938,4,0.888
184,Know Yourself,If You're Reading This It's Too Late,Drake,2015-02-12,275840,70,0.72,0.196,0.412,0.0,0.342,-8.687,0.223,114.408,4,0.179
185,No Tellin',If You're Reading This It's Too Late,Drake,2015-02-12,310933,62,0.823,0.543,0.467,1.06e-06,0.135,-10.394,0.301,95.026,4,0.618
186,Madonna,If You're Reading This It's Too Late,Drake,2015-02-12,177840,58,0.905,0.0149,0.492,3.77e-05,0.371,-8.598,0.0595,110.017,4,0.142
187,6 God,If You're Reading This It's Too Late,Drake,2015-02-12,180666,65,0.868,0.0249,0.623,0.0,0.125,-8.595,0.101,105.446,4,0.498
188,Star67,If You're Reading This It's Too Late,Drake,2015-02-12,294973,61,0.521,0.747,0.392,8.81e-06,0.198,-7.88,0.17,91.939,4,0.166
189,Preach,If You're Reading This It's Too Late,Drake,2015-02-12,236973,65,0.605,0.165,0.51,8.8e-05,0.104,-8.094,0.423,65.255,4,0.389
190,Wednesday Night Interlude,If You're Reading This It's Too Late,Drake,2015-02-12,212280,58,0.312,0.729,0.466,7.34e-06,0.215,-8.163,0.0509,135.44,4,0.195
191,Used To,If You're Reading This It's Too Late,Drake,2015-02-12,268480,59,0.926,0.0703,0.427,0.000337,0.0818,-7.584,0.105,96.025,4,0.304
192,6 Man,If You're Reading This It's Too Late,Drake,2015-02-12,167653,60,0.568,0.217,0.535,0.0,0.114,-9.306,0.513,83.589,4,0.326
193,Now & Forever,If You're Reading This It's Too Late,Drake,2015-02-12,281320,57,0.555,0.124,0.481,0.0,0.101,-7.419,0.0322,107.793,4,0.098
194,Company,If You're Reading This It's Too Late,Drake,2015-02-12,252640,61,0.651,0.0403,0.55,0.0,0.165,-8.215,0.0496,107.567,4,0.119
195,You & The 6,If You're Reading This It's Too Late,Drake,2015-02-12,264906,57,0.545,0.168,0.476,0.0,0.13,-7.444,0.284,154.362,4,0.223
196,Jungle,If You're Reading This It's Too Late,Drake,2015-02-12,320400,73,0.697,0.62,0.235,0.000144,0.107,-8.651,0.0534,99.947,4,0.378
197,6PM In New York,If You're Reading This It's Too Late,Drake,2015-02-12,283306,55,0.554,0.107,0.85,0.0,0.155,-4.155,0.251,128.429,3,0.383
198,Lust For Life,So Far Gone,Drake,2009,176179,55,0.462,0.939,0.422,0.0327,0.108,-10.381,0.175,87.364,4,0.0853
199,Houstatlantavegas,So Far Gone,Drake,2009,290791,56,0.683,0.393,0.695,0.00124,0.124,-6.798,0.0574,135.337,4,0.406
200,Successful (feat. Trey Songz & Lil Wayne),So Far Gone,Drake,2009,375050,60,0.562,0.536,0.544,0.0,0.17,-5.065,0.369,159.517,4,0.231
201,Let's Call It Off (feat. Peter Bjorn and John),So Far Gone,Drake,2009,234175,49,0.79,0.00427,0.731,0.29,0.157,-4.607,0.0327,127.403,4,0.938
202,November 18th,So Far Gone,Drake,2009,188189,61,0.749,0.579,0.476,0.0,0.1,-11.147,0.507,71.937,4,0.534
203,Ignant Shit (feat. Lil Wayne),So Far Gone,Drake,2009,302492,57,0.591,0.186,0.846,0.0,0.463,-3.687,0.276,94.795,4,0.121
204,A Night Off (feat. Lloyd),So Far Gone,Drake,2009,193962,49,0.611,0.374,0.508,3.87e-06,0.168,-5.573,0.0741,103.612,4,0.368
205,Say What's Real,So Far Gone,Drake,2009,230717,49,0.462,0.632,0.773,0.0,0.212,-5.375,0.288,86.157,4,0.455
206,Little Bit (feat. Lykke Li),So Far Gone,Drake,2009,230484,60,0.758,0.0999,0.888,0.0336,0.661,-4.899,0.0374,120.392,4,0.771
207,Best I Ever Had,So Far Gone,Drake,2009,257690,77,0.395,0.19,0.922,0.0,0.134,-2.176,0.375,162.361,4,0.558
208,Unstoppable (feat. Santigold & Lil Wayne),So Far Gone,Drake,2009,209957,46,0.774,0.165,0.912,0.0,0.745,-2.787,0.347,150.083,4,0.821
209,Uptown (feat. Bun B & Lil Wayne),So Far Gone,Drake,2009,382262,60,0.416,0.00391,0.824,0.0,0.104,-3.075,0.343,85.433,5,0.417
210,Sooner Than Later,So Far Gone,Drake,2009,262046,50,0.616,0.178,0.501,1.2e-05,0.105,-5.722,0.24,94.554,4,0.506
211,Bria's Interlude (feat. Omarion),So Far Gone,Drake,2009,139574,56,0.49,0.209,0.507,0.00104,0.119,-6.205,0.0849,147.037,3,0.237
212,The Calm,So Far Gone,Drake,2009,243723,47,0.471,0.819,0.784,1.13e-05,0.107,-8.25,0.883,160.833,4,0.258
213,Outro (feat. Chilly Gonzales),So Far Gone,Drake,2009,174398,43,0.397,0.988,0.0906,0.856,0.344,-21.655,0.054,185.167,4,0.136
214,Brand New,So Far Gone,Drake,2009,213492,55,0.399,0.631,0.491,0.0,0.171,-8.992,0.0714,94.542,3,0.356
215,Congratulations,So Far Gone,Drake,2009,332529,48,0.333,0.0185,0.859,0.0,0.22,-2.286,0.148,86.882,5,0.125
216,Digital Dash,What A Time To Be Alive,Drake,2015-09-20,231231,63,0.881,0.00296,0.546,4.72e-06,0.226,-7.566,0.12,140.032,4,0.276
217,Big Rings,What A Time To Be Alive,Drake,2015-09-20,217706,61,0.776,0.00196,0.675,0.0,0.227,-6.224,0.266,131.984,4,0.27
218,Live From The Gutter,What A Time To Be Alive,Drake,2015-09-20,211642,59,0.824,0.0369,0.49,1.24e-06,0.0807,-8.391,0.429,165.948,4,0.307
219,Diamonds Dancing,What A Time To Be Alive,Drake,2015-09-20,314631,62,0.51,0.125,0.358,3.74e-05,0.111,-10.847,0.0467,136.036,4,0.171
220,Scholarships,What A Time To Be Alive,Drake,2015-09-20,209287,62,0.739,0.0966,0.416,1.27e-05,0.1,-9.319,0.285,109.168,4,0.259
221,Plastic Bag,What A Time To Be Alive,Drake,2015-09-20,202084,58,0.845,0.0104,0.479,1.79e-06,0.157,-6.065,0.298,170.919,3,0.35
222,I'm The Plug,What A Time To Be Alive,Drake,2015-09-20,180000,58,0.828,0.000379,0.55,0.0016,0.134,-9.158,0.255,160.016,4,0.254
223,Change Locations,What A Time To Be Alive,Drake,2015-09-20,220862,57,0.787,0.0207,0.329,2.95e-06,0.118,-9.991,0.391,137.85,4,0.209
224,Jumpman,What A Time To Be Alive,Drake,2015-09-20,205879,73,0.852,0.0559,0.553,0.0,0.332,-7.286,0.187,142.079,4,0.656
225,Jersey,What A Time To Be Alive,Drake,2015-09-20,188702,63,0.758,0.513,0.526,0.000457,0.0913,-10.81,0.255,146.054,4,0.312
226,30 for 30 Freestyle,What A Time To Be Alive,Drake,2015-09-20,253934,54,0.744,0.671,0.619,0.0,0.123,-9.143,0.398,89.252,4,0.317
